UniqueLakeName,Lat,Lon,DOC_Median,TN_Median,TP_Median,TNtoTP_Median,pH,TPtoTN
L0537,33.29231,-84.47502,0.00746,NA,NA,NA,8.78,NA
L0538,33.29944,-81.89268,0.01285,NA,NA,NA,6.43,NA
L0540,33.32111,-85.81491,0.0013,NA,NA,NA,7.3,NA
L0542,33.3667,43.35,NA,NA,NA,NA,8.005,NA
L0544,33.37648,-111.9196,0.00405,NA,NA,NA,8.6,NA
L0546,33.39339,-114.7186,0.00727,NA,NA,NA,8.19,NA
L0547,33.403965,-99.3844175,0.00605,NA,0.087,NA,8.35,NA
L0548,33.45374,-87.35442,0.00252,NA,NA,NA,8,NA
L0550,33.47655667,-86.63406333,0.00278,NA,0.07,NA,8.5,NA
L0551,33.49585,-96.95937,0.00609,NA,NA,NA,7.6,NA
L0554,33.55658,-111.5104,0.00524,NA,NA,NA,8.7,NA
L0555,33.55681,-86.14385,0.0029,NA,NA,NA,8.7,NA
L0557,33.55541,-97.01498,NA,NA,0.083,NA,8.8,NA
L0558,33.57,35.69,NA,NA,0,62.58064516,7.6,0.015979381
L0560,33.58147,-111.2821,0.00384,NA,NA,NA,8.5,NA
L0561,33.58413,-84.20753,0.00322,NA,NA,NA,7.48,NA
L0563,33.6693,-97.58547,0.00436,NA,NA,NA,7.3,NA
L0565,33.72025,-94.00429,0.0052,NA,NA,NA,8,NA
L0566,33.73044,-96.7758,0.00668,NA,NA,NA,8.1,NA
L0567,33.73939,-99.232,0.00466,NA,NA,NA,8.2,NA
L0568,33.74733,-117.4402,0.00596,NA,NA,NA,7.7,NA
L0573,33.84097,-81.67207,0.00583,NA,NA,NA,6.3,NA
L0574,33.84157,-97.25083,0.00821,NA,NA,NA,7.9,NA
L0576,33.83653,-95.6393,NA,NA,0.069,NA,8.3,NA
L0577,33.85862,-90.5421,0.00691,NA,NA,NA,7.87,NA
L0579,33.88536,-94.93952,0.00625,NA,NA,NA,7.34,NA
L0580,33.8962029,-96.6484426,NA,NA,NA,NA,NA,NA
L0582,33.98048,-98.70993,0.00882,NA,NA,NA,7.7,NA
L0585,34.00633,-87.3161,0.00171,NA,NA,NA,6.7,NA
L0587,34.03321,-109.4367,0.00403,NA,NA,NA,7.6,NA
L0588,34.12004,-91.56105,0.00536,NA,NA,NA,8.35,NA
L0589,34.13761,-84.64324,0.00191,NA,NA,NA,8.36,NA
L0590,34.14749,-85.79186,0.00313,NA,NA,NA,8.6,NA
L0591,34.15365,-109.3064,0.011,NA,NA,NA,9.2,NA
L0592,34.16579,-89.91162,0.00372,NA,NA,NA,NA,NA
L0593,34.1775,-85.6287141,NA,0.46,0.102,NA,NA,NA
L0594,34.18075,-110.0008,0.0074,NA,NA,NA,8.4,NA
L0595,34.23822962,-94.21887113,0.00251,NA,0.03,NA,7.1,NA
L0596,34.22691,-86.84234,0.00366,NA,NA,NA,8.6,NA
L0598,34.24356367,-6.672709333,NA,NA,NA,7.857142857,8,0.127272727
L0599,34.24558,-113.5794,0.006305,NA,NA,NA,8.2,NA
L0600,34.25648,-117.1854,0.00318,NA,NA,NA,7.7,NA
L0601,34.27511,-110.0619,0.00872,NA,NA,NA,8.5,NA
L0602,34.2848325,-97.169255,0.00458,NA,0.03,NA,7.33,NA
L0604,34.32056,-80.62827,0.00581,NA,NA,NA,NA,NA
L0606,34.36024,-109.3628,0.00617,NA,NA,NA,8.52,NA
L0607,34.367275,-97.2844325,0.00229,NA,0.06,NA,7.25,NA
L0608,34.375365,-98.3350725,0.00637,NA,0.1,NA,7.48,NA
L0609,34.47617,-89.66898,0.00289,NA,NA,NA,7.34,NA
L0610,34.42023,-111.0897,0.00693,NA,NA,NA,8.4,NA
L0611,34.44592,-93.11174,0.00335,NA,NA,NA,7.3,NA
L0612,34.45198,-92.93825,0.00312,NA,NA,NA,7.5,NA
L0613,34.45201,-84.28783,0.00193,NA,NA,NA,7.1,NA
L0614,34.48995333,-96.98474,0.005,NA,0.02,NA,8.24,NA
L0616,34.51375,-98.8853875,0.0059,NA,0.03,NA,8.52,NA
L0617,34.5215125,-97.8116225,0.00575,NA,0.03,NA,8.03,NA
L0618,34.5242,-96.50308,0.00857,NA,NA,NA,7.73,NA
L0619,34.53937,-92.27375,0.01186,NA,NA,NA,6.1,NA
L0620,34.53808,-111.2045,0.00497,NA,NA,NA,8.3,NA
L0622,34.55064,-118.1208,0.00323,NA,NA,NA,8.08,NA
L0623,34.56755,-96.87938,0.00817,NA,NA,NA,NA,NA
L0624,34.57082333,-96.23371333,0.00957,NA,0.105,NA,7.42,NA
L0625,34.5792366,117.2440957,NA,NA,NA,NA,NA,NA
L0626,34.58721,-112.4185,0.01017,NA,NA,NA,9.4,NA
L0627,34.58938,-96.60528,0.00751,NA,NA,NA,8.17,NA
L0628,34.5988725,-97.67349,0.00535,NA,0.025,NA,NA,NA
L0630,34.60518,-112.4389,0.01775,NA,NA,NA,10.2,NA
L0631,34.62968,-97.08994,0.01047,NA,NA,NA,8.75,NA
L0635,34.72,32.99,NA,0.6,0.19,NA,NA,NA
L0636,34.72092,-90.0717,0.00388,NA,NA,NA,7.29,NA
L0637,34.7223,-83.11205,0.00208,NA,NA,NA,7.1,NA
L0638,34.72903,-97.77308,0.00572,NA,NA,NA,7.82,NA
L0639,34.73429,-99.69531,0.01225,NA,NA,NA,9.81,NA
L0640,34.73955556,32.55866667,NA,0.5,0.25,3.157894737,NA,0.316666667
L0641,34.74636111,32.92194444,NA,0.6,0.11,2,NA,0.5
L0642,34.78754,-111.2309,0.00639,NA,NA,NA,8.3,NA
L0643,34.788404,126.460989,NA,NA,NA,NA,NA,NA
L0644,34.80731,-84.26597,0.00124,NA,NA,NA,6.85,NA
L0645,34.83841,-87.9467,0.00219,NA,NA,NA,7.4,NA
L0647,34.88603,-79.68938,0.00503,NA,NA,NA,6,NA
L0648,34.88623,-95.16322,0.00431,NA,NA,NA,8.28,NA
L0650,34.90195,-94.7657,0.00615,NA,NA,NA,7.01,NA
L0651,34.91384,-98.73028,0.00437,NA,NA,NA,7.69,NA
L0652,34.92888889,32.58938889,NA,0.1,0.05,5.454545455,NA,0.183333333
L0654,34.93328,-77.10274,0.01519,NA,NA,NA,NA,NA
L0655,34.94582,-97.47574,0.00929,NA,NA,NA,8.02,NA
L0656,34.95365,-96.7183,0.00623,NA,NA,NA,8.51,NA
L0657,34.96189,-80.51686,0.009825,NA,NA,NA,7.03,NA
L0658,34.9659,-97.67552,0.00545,NA,NA,NA,8.22,NA
L0660,35.001,127.587,0.0016,NA,0.022,NA,6.6,NA
L0661,35.01895,-85.55981,0.00207,NA,NA,NA,7.3,NA
L0662,35.0198,-111.4027,0.00651,NA,NA,NA,7.4,NA
L0663,35.02063,-81.04742,0.00232,NA,NA,NA,6.8,NA
L0664,35.03,33.17,NA,0.6,0.18,2,NA,0.5
L0665,35.03252,-79.04178,0.00399,NA,NA,NA,5.7,NA
L0666,35.05246,-79.20867,0.0028,NA,NA,NA,NA,NA
L0667,35.05636,-82.33961,0.00268,NA,NA,NA,6.9,NA
L0669,35.06242,-82.68738,0.00121,NA,NA,NA,6.9,NA
L0670,35.06361,-111.4966,0.00636,NA,NA,NA,7.8,NA
L0671,35.07374,127.25237,NA,NA,NA,NA,NA,NA
L0672,35.09506,-84.60956,0.00134,NA,NA,NA,7.7,NA
L0673,35.11083,-81.97056,NA,NA,0.019,NA,7.3,NA
L0677,35.13865,-96.23065,0.0088,NA,NA,NA,7.38,NA
L0678,35.14239,-90.4578,0.00564,NA,NA,NA,7.7,NA
L0680,35.15163667,-93.4277,0.00208,NA,0.0345,NA,6.3,NA
L0682,35.16783,-83.66709,0.00105,NA,NA,NA,7,NA
L0683,35.1678875,-99.074265,0.00604,NA,0.09,NA,7.65,NA
L0684,35.17104,-99.37115,0.00972,NA,NA,NA,8.36,NA
L0686,35.19859,-98.49131,0.00417,NA,NA,NA,8.19,NA
L0687,35.20132,-81.34573,0.003265,NA,NA,NA,7.55,NA
L0688,35.20544,-96.55493,0.00674,NA,NA,NA,7.19,NA
L0697,35.37134,-86.38168,0.00408,NA,NA,NA,8.2,NA
L0698,35.3953525,-98.703185,0.0037,NA,0.02,NA,7.92,NA
L0699,35.41816,-95.92111,NA,NA,0.07,NA,NA,NA
L0700,35.41308,-88.07468,0.00244,NA,NA,NA,7.7,NA
L0701,35.43592,-99.24197,0.00726,NA,NA,NA,8.4,NA
L0704,35.471,129.271,0.0043,NA,0.049,NA,9.2,NA
L0705,35.49457,-80.5756,0.00536,NA,NA,NA,8.4,NA
L0706,35.49774,-97.6793,0.00469,NA,NA,NA,8.42,NA
L0707,35.50355,-104.2255,0.00448,NA,NA,NA,8.2,NA
L0708,35.52585,-96.31818667,0.00721,NA,0.02,NA,7.53,NA
L0709,35.51629,-80.20338,0.00309,NA,NA,NA,9.4,NA
L0710,35.517,129.33,0.003,NA,0.043,NA,7.9,NA
L0711,35.51941786,-76.11444574,0.00864585,NA,0.0675,NA,8.3,NA
L0712,35.52043,-94.97046,0.00498,NA,NA,NA,7.62,NA
L0713,35.52857,-98.02579,0.00547,NA,NA,NA,7.41,NA
L0715,35.55993,-105.1612,0.00532,NA,NA,NA,8.2,NA
L0716,35.56344,-93.63793,0.00134,NA,NA,NA,6.7,NA
L0717,35.56351,-97.5947,0.00543,NA,NA,NA,8.6,NA
L0718,35.58384,-90.9633,0.00512,NA,NA,NA,7.2,NA
L0719,35.587,127.111,0.0024,NA,0.0105,NA,7.9,NA
L0720,35.6650325,-101.60785,0.00475,NA,0.049,NA,8.35,NA
L0721,35.64054,-94.9697,0.00216,NA,NA,NA,8.57,NA
L0723,35.666,126.568,0.0021,NA,0.014,NA,6.8,NA
L0724,35.63345333,-106.3118,0.00387,NA,0.021,NA,8.2,NA
L0727,35.67385,-88.31948,0.00287,NA,NA,NA,6.8,NA
L0728,35.6908,-105.876,0.0065,NA,NA,NA,8.1,NA
L0731,35.73708,-109.5196,0.01553,NA,NA,NA,10.3,NA
L0732,35.75956,-105.1445,0.00737,NA,NA,NA,8.1,NA
L0733,35.77337,-81.54175,0.00221,NA,NA,NA,8.95,NA
L0734,35.79489571,-81.29286,0.00193,NA,0.0745,NA,7.1,NA
L0735,35.81388,-78.5288,0.006,NA,NA,NA,8.8,NA
L0738,35.87345,-96.55656,0.01075,NA,NA,NA,7.4,NA
L0739,35.88448,-100.1853,0.01095,NA,NA,NA,8.53,NA
L0740,35.92128,-97.41305,0.00673,NA,NA,NA,7.59,NA
L0741,35.93943,-83.36503,0.00228,NA,NA,NA,9.2,NA
L0742,35.94836,-85.3193,0.00419,NA,NA,NA,8.2,NA
L0743,35.99923283,-78.66772522,0.00699,NA,0.05,NA,7.8,NA
L0744,35.97473,-105.9168,0.00409,NA,NA,NA,8.2,NA
L0746,35.984,100.6453,NA,8.171,1.017,14.66513761,NA,0.068188927
L0748,36.003516,-96.873398,0.007075,NA,0.1,NA,7.625,NA
L0749,36.00713,-84.89744,0.00364,NA,NA,NA,8.6,NA
L0750,36.011,129.264,0.003,NA,0.019,NA,8.2,NA
L0751,36.03333333,138.0833333,NA,NA,NA,NA,NA,NA
L0752,36.0399,-106.8488,0.00969,NA,NA,NA,8.5,NA
L0753,36.04054361,140.3938016,NA,1.49615,0.1079,NA,8.5,NA
L0754,36.04196,-85.58909,0.00338,NA,NA,NA,8.2,NA
L0755,36.05643,-99.91717,0.00501,NA,0.03,NA,8.14,NA
L0758,36.0829,-87.28856,0.0022,NA,NA,NA,8.3,NA
L0759,36.16225214,-114.6298714,0.00271,NA,NA,NA,8.2,NA
L0760,36.11836,-79.31994,0.00563,NA,NA,NA,7.9,NA
L0762,36.14306,-98.62857,0.00655,NA,NA,NA,8.27,NA
L0763,36.15288,-79.14605,0.0071,NA,NA,NA,8.2,NA
L0764,36.1583,-79.85317,0.00357,NA,NA,NA,8.4,NA
L0765,36.16293,-96.36835,0.004645,NA,NA,NA,7.245,NA
L0767,36.17652,-79.76105,0.00338,NA,NA,NA,8.3,NA
L0769,36.20872,-109.0936,0.00596,NA,NA,NA,8.01,NA
L0770,36.24914,-97.3397675,0.00485,NA,0.07,NA,7.76,NA
L0771,36.24,126.66,0.0017,NA,0.011,NA,7.8,NA
L0772,36.25057,-87.19196,0.00245,NA,NA,NA,8.4,NA
L0773,36.27424,-109.2029,0.00591,NA,NA,NA,8.5,NA
L0774,36.29133,33.96417,NA,0.3,0.06,3.333333333,NA,0.3
L0775,36.30111,34.01119,NA,0.1,0.06,5,NA,0.2
L0777,36.30884,-96.1286,0.00562,NA,NA,NA,7.74,NA
L0778,36.31068,-88.48982,0.00541,NA,NA,NA,7.2,NA
L0779,36.38727,-96.82324,0.00651,NA,NA,NA,7.66,NA
L0781,36.4185,127.5075,0.0022,1.109,0.024,NA,7.8,NA
L0782,36.42565,-103.6054,0.01822,NA,NA,NA,8.9,NA
L0783,36.47751,-104.8975,0.00661,NA,NA,NA,9.6,NA
L0785,36.51479,-96.19117,0.0081,NA,NA,NA,7.42,NA
L0786,36.54612,-99.56572,0.00634,NA,0.04,NA,8.27,NA
L0787,36.57979,-81.99701,0.00237,NA,NA,NA,8.4,NA
L0788,36.56057,-77.74541,0.00734,NA,NA,NA,8.6,NA
L0789,36.56094,-93.51184,NA,0.42,0.015,NA,NA,NA
L0790,36.56097,-88.0412,NA,NA,NA,17.68292683,NA,0.056551724
L0791,36.56242,-104.5943,0.00947,NA,NA,NA,10.1,NA
L0792,36.57446,-104.6631,0.0057,NA,NA,NA,8.5,NA
L0793,36.58658,35.31869,NA,0.3,0.14,1.666666667,NA,0.6
L0794,36.59009,-89.26975,0.00689,NA,NA,NA,8.4,NA
L0796,36.5974275,-118.675675,NA,NA,NA,NA,NA,NA
L0797,36.6038,-104.6398,0.0065,NA,NA,NA,9.4,NA
L0798,36.61967,-6.041333,NA,2.76,0.155,25.5,8.489,0.039215686
L0799,36.63889044,-91.05452911,0.00287,0.235,0.009,NA,8.08,NA
L0801,36.65848,-79.84411,0.00372,NA,NA,NA,7.8,NA
L0802,36.65936,-90.95441,NA,0.525,0.019,NA,NA,NA
L0804,36.66772,-5.784778,NA,NA,NA,NA,NA,NA
L0805,36.67099,-4.452725,NA,4.9,0.2,2.142857143,NA,0.466666667
L0806,36.6711,-4.452469,NA,5,NA,NA,NA,NA
L0807,36.67131,-4.45601,NA,1.8,0.26,NA,NA,NA
L0808,36.67199,-4.452602,NA,5.1,0.15,6.923076923,NA,0.144444444
L0809,36.67292,-4.4558,NA,9.7,0.23,34,NA,0.029411765
L0810,36.67293,-4.455225,NA,5.5,0.29,42.17391304,NA,0.02371134
L0811,36.68133333,-106.7000333,0.00244,NA,0.0445,NA,7.9,NA
L0812,36.67362,-4.455017,NA,5.3,0.82,18.96551724,NA,0.052727273
L0814,36.68165,-83.70495,0.0014,NA,NA,NA,7,NA
L0815,36.69491,-93.50632,NA,0.725,0.083,NA,NA,NA
L0816,36.70286,-96.42019,0.00339,NA,NA,NA,7.96,NA
L0819,36.72481,-98.88888,0.00609,NA,NA,NA,8.86,NA
L0820,36.72026,-97.027105,0.00533,NA,0.02,NA,8.72,NA
L0821,36.74859,-96.85512,0.00434,NA,NA,NA,7.71,NA
L0822,36.75222,-5.793889,NA,0.6,0.02,6.463414634,NA,0.154716981
L0823,36.75555,-2.9464,NA,3.9,0.08,30,NA,0.033333333
L0824,36.7873,-89.17573,0.00477,NA,NA,NA,8.45,NA
L0825,36.79089,-5.784778,NA,NA,NA,NA,NA,NA
L0827,36.80783,-80.07973,0.00165,NA,NA,NA,7.6,NA
L0828,36.81228,-96.04132,0.0078,NA,NA,NA,7.4,NA
L0829,36.82085,-91.35089,NA,0.13,0.006,NA,NA,NA
L0830,36.82323,-107.4638,0.00338,NA,NA,NA,8.1,NA
L0832,36.84154,-76.64966,0.00512,NA,NA,NA,7.4,NA
L0833,36.8444,100.1898,NA,2.5,0.08,NA,NA,NA
L0834,36.8490475,-102.869775,0.00705,NA,0.06,NA,7.8,NA
L0837,36.89068,-95.95265,0.00453,NA,NA,NA,7.53,NA
L0839,36.90922,-92.09834,NA,0.2,0.011,NA,NA,NA
L0840,36.91802,-90.77373,NA,0.58,0.022,NA,NA,NA
L0842,36.9216,-87.45543,0.0105,NA,NA,NA,7.5,NA
L0846,36.94421,-82.20272,0.00272,NA,NA,NA,8.3,NA
L0847,36.953,128.046,0.0019,NA,0.019,NA,7.7,NA
L0848,36.97055,-90.35313,0.00437,NA,NA,NA,8.6,NA
L0849,36.98117,34.879,NA,NA,NA,48.75,NA,0.020512821
L0850,36.98625,-87.2057,0.00649,NA,NA,NA,7.2,NA
L0851,37.04266,-80.87554,0.00305,NA,NA,NA,7.5,NA
L0852,37.04809,-90.90479,NA,0.49,0.02,NA,NA,NA
L0853,37.05531,35.33231,NA,0.4,1.03,NA,NA,NA
L0854,37.05642,-3.379533,NA,0.5,0.07,NA,NA,NA
L0855,37.06497,-87.66339,0.00498,NA,NA,NA,8,NA
L0856,37.09209,-96.79891,0.00373,NA,NA,NA,8.2,NA
L0857,37.11772,-93.24611,NA,0.79,0.049,NA,NA,NA
L0858,37.1227,-77.63605,0.00604,NA,NA,NA,7.5,NA
L0859,37.12083,29.59812,NA,0.6,0.04,NA,NA,NA
L0861,37.13569,-89.34115,NA,NA,0.199,NA,NA,NA
L0862,37.14924031,-90.79262063,0.0011,NA,0.04,NA,8.3,NA
L0863,37.14728,-119.5156,0.00159,NA,NA,NA,6.6,NA
L0865,37.16203,-92.18312,NA,0.53,0.02,NA,NA,NA
L0866,37.17719,-82.39105,0.00239,NA,NA,NA,8.1,NA
L0868,37.1898,-89.63729,NA,1.075,0.054,NA,NA,NA
L0869,37.19249,-95.98673,0.00785,NA,NA,NA,7.2,NA
L0871,37.21418,-78.62539,0.00291,NA,NA,NA,7.4,NA
L0872,37.21497,35.31344,NA,0.5,0.54,NA,NA,NA
L0873,37.23237,-96.19559,0.00379,NA,NA,NA,8.3,NA
L0874,37.24526,-121.9669,0.00402,NA,NA,NA,8.56,NA
L0877,37.26906,-87.52288,0.00383,NA,NA,NA,8.2,NA
L0878,37.2787,-3.675683,NA,2.5,0.05,NA,NA,NA
L0879,37.2851,-89.83979,NA,0.755,0.0455,NA,NA,NA
L0881,37.2932,-77.88986,0.00468,NA,NA,NA,7.825,NA
L0882,37.29914,-76.82123,0.00611,NA,NA,NA,8,NA
L0884,37.30166,-115.1266,0.012975,NA,NA,NA,8.7,NA
L0885,37.30299,-93.302,NA,0.44,0.03,NA,NA,NA
L0886,37.30369,-76.70768,0.00315,NA,NA,NA,7.8,NA
L0887,37.30865,30.81348,NA,0.6,0.06,NA,NA,NA
L0888,37.30946,-93.20654,NA,0.33,0.012,NA,NA,NA
L0889,37.31529,-79.81921,0.00254,NA,NA,NA,7.1,NA
L0891,37.321,126.889,0.0042,NA,0.038,NA,7.8,NA
L0892,37.32456,31.99214,NA,0.8,0.05,NA,NA,NA
L0893,37.32112429,-86.19594429,NA,NA,0.027,NA,8.6,NA
L0894,37.34472,-77.1802,0.01401,NA,NA,NA,6.4,NA
L0897,37.35840571,-76.83375286,0.00358,NA,0.014,NA,7.7,NA
L0899,37.38533,-99.78515,0.00435,NA,NA,NA,8.9,NA
L0900,37.38567,29.96963,NA,0.5,0.07,NA,NA,NA
L0901,37.388382,-91.26129367,0.00243,0.19,0.009,NA,8.7,NA
L0902,37.39411,-78.63745,0.00301,NA,NA,NA,7.08,NA
L0904,37.39565,-88.68475,0.00754,NA,NA,NA,7.7,NA
L0905,37.40212,30.84833,NA,0.4,0.03,NA,NA,NA
L0906,37.41662,-108.4046,0.00793,NA,NA,NA,8.4,NA
L0907,37.42081,-90.62231,NA,0.22,0.012,NA,NA,NA
L0908,37.42361,46.85681,NA,1,0.12,NA,NA,NA
L0909,37.43081857,-76.90029857,0.00554,NA,0.03,NA,8.2,NA
L0910,37.43724,-113.0491,0.00391,NA,NA,NA,8.49,NA
L0911,37.45372,-89.4869,NA,0.575,0.019,NA,NA,NA
L0912,37.4755,-89.58068,NA,0.49,0.022,NA,NA,NA
L0913,37.47735,-88.32738,0.00443,NA,NA,NA,8.2,NA
L0914,37.48305,72.52875,NA,NA,NA,NA,NA,NA
L0916,37.50029,-90.83034,NA,0.2,0.012,NA,NA,NA
L0917,37.50728,-96.22952,0.00583,NA,NA,NA,9.3,NA
L0918,37.509,127.298,0.0026,NA,0.024,NA,8.2,NA
L0919,37.51884,-92.12339,NA,0.4,0.0145,NA,NA,NA
L0920,37.5242,-112.7841,0.00288,NA,NA,NA,9.92,NA
L0923,37.556,128.058,0.0018,NA,0.015,NA,8.2,NA
L0925,37.56936,-115.2249,0.01711,NA,NA,NA,8.8,NA
L0926,37.57015,-93.71883,NA,0.5,0.016,NA,NA,NA
L0927,37.58096,-90.30535,NA,0.7,0.062,NA,NA,NA
L0928,37.59004,-90.57094,NA,0.49,0.055,NA,NA,NA
L0929,37.59439,-90.65877,NA,0.425,0.032,NA,NA,NA
L0930,37.59935,-118.7416,0.00342,NA,NA,NA,9.1,NA
L0933,37.61579,-87.85836,0.00714,NA,NA,NA,9.3,NA
L0934,37.6231,30.87922,NA,0.8,0.08,NA,NA,NA
L0935,37.62557,-81.09988,0.00272,NA,NA,NA,7.65,NA
L0938,37.64684,-91.51095,NA,0.42,0.014,NA,NA,NA
L0939,37.64784,-90.58984,0.0035,NA,NA,NA,7.9,NA
L0940,37.65173071,-113.5269857,0.00565,NA,0.042,NA,8.7,NA
L0941,37.65529,-98.26265,0.00635,NA,NA,NA,8.15,NA
L0942,37.74569,31.526815,NA,0.65,0.04,NA,NA,NA
L0943,37.66236,-120.2096,0.00137,NA,NA,NA,7.4,NA
L0944,37.66794,-88.83968,0.00924,NA,NA,NA,7.2,NA
L0945,37.66566481,-94.41353222,0.00598,0.62,0.035,NA,8.2,NA
L0946,37.671,-81.07001,0.00289,NA,NA,NA,7.82,NA
L0948,37.6829,107.5062,NA,1.138,0.051,NA,NA,NA
L0950,37.69559,-81.05483,0.00201,NA,NA,NA,7.3,NA
L0952,37.70524,-97.05593,0.00758,NA,NA,NA,7.5,NA
L0953,37.72057,-89.91128,NA,0.945,0.074,NA,NA,NA
L0954,37.72272,72.96047,NA,NA,NA,NA,NA,NA
L0955,37.72573,-90.64288,NA,0.43,0.028,NA,NA,NA
L0956,37.72693,-90.91728,0.0028,NA,NA,NA,8.38,NA
L0959,37.75368,72.9188,NA,NA,NA,NA,NA,NA
L0960,37.75821,-25.33238,NA,2,0.05,25,NA,0.04
L0961,37.75822,-94.85392,0.00656,NA,NA,NA,7.6,NA
L0963,37.78861,-119.0741,0.00506,NA,NA,NA,8.4,NA
L0964,37.8085,-94.20631,0.00798,NA,NA,NA,7.1,NA
L0965,37.8096,-90.50011,NA,0.355,0.009,NA,NA,NA
L0966,37.82008,-87.95309,NA,NA,0.283,NA,NA,NA
L0969,37.82448,-107.8854,0.000935,NA,NA,NA,8,NA
L0971,37.85926,-93.32597,0.00434,NA,NA,NA,8.1,NA
L0972,37.85784,-25.77942,NA,0.9,0.045,27.14285715,NA,0.036842105
L0973,37.84566,-93.32692,NA,0.58,0.025,NA,NA,NA
L0974,37.8888,-88.80966,NA,NA,0.197,NA,NA,NA
L0975,37.89444,-120.5721,0.00175,NA,NA,NA,7.5,NA
L0976,37.89543,-90.59582,NA,0.35,0.007,NA,NA,NA
L0977,37.89716,-90.61927,NA,0.355,0.009,NA,NA,NA
L0978,37.90039,-90.6435,NA,0.25,0.005,NA,NA,NA
L0979,37.90241,-90.62826,NA,0.28,0.006,NA,NA,NA
L0980,37.90275,-88.79198,NA,NA,0.5,NA,NA,NA
L0981,37.90869,-114.2643,0.00633,NA,NA,NA,8.8,NA
L0984,37.92312,-90.63709,NA,0.29,0.008,NA,NA,NA
L0985,37.94299082,-90.9242498,0.00269,0.27,0.011,NA,8.2,NA
L0986,37.943,127.893,0.0017,NA,0.016,NA,7.6,NA
L0987,37.94624,-90.20687,NA,0.58,0.039,NA,NA,NA
L0988,37.94635,-122.6247,0.00305,NA,NA,NA,8.3,NA
L0989,37.95716,-77.88159,0.00428,NA,NA,NA,6.6,NA
L0990,38.03147214,30.872175,0.0103,0.65,0.04,17.5,8.8,0.057142857
L0992,37.97489,-80.95374,0.00309,NA,NA,NA,7,NA
L0994,37.98065,-90.33724,NA,0.36,0.011,NA,NA,NA
L0996,37.99434,-90.54214,0.00275,NA,NA,NA,8.2,NA
L0997,37.99454,-85.23846,NA,NA,NA,48.85964912,NA,0.020466786
L0999,37.99685,-91.6959,NA,0.45,0.024,NA,NA,NA
L10000,43.41293,-91.19433,NA,NA,0.0295,NA,NA,NA
L10001,45.50575,-93.33032,NA,NA,0.504,NA,NA,NA
L10002,44.04186,-72.60518,NA,NA,0.016,NA,NA,NA
L10003,44.30965,-93.91909,NA,NA,0.058,NA,NA,NA
L10004,39.35473,-87.34386,NA,NA,NA,NA,NA,NA
L10005,44.7003,-93.47359,NA,1.955,NA,NA,NA,NA
L10006,47.97423,-90.68543,NA,NA,0.009,NA,NA,NA
L10007,40.5443,-81.24217,NA,0.513,0.03525,NA,NA,NA
L10008,41.68587,-85.6065,NA,NA,0.2275,NA,NA,NA
L10009,43.79392,-95.49238,NA,NA,0.1205,NA,NA,NA
L10010,46.47785,-92.69417,NA,NA,0.022,NA,NA,NA
L10011,45.27374,-92.94754,NA,NA,0.045,NA,NA,NA
L10012,41.67861,-85.05553,NA,NA,0.016,NA,NA,NA
L10013,44.69671,-94.21461,NA,NA,0.201,NA,NA,NA
L10014,45.95964,-89.61959,NA,NA,0.006,NA,NA,NA
L10015,47.16523,-93.73076,0.013755,1.01,0.035,NA,NA,NA
L10016,41.57248,-85.01143,NA,NA,0.015,NA,NA,NA
L10017,43.63241,-93.31611,NA,NA,0.174,NA,NA,NA
L10018,47.8398,-90.74875,0.0085,0.494,0.024,NA,NA,NA
L10019,39.10585,-87.15099,NA,NA,0.03,NA,NA,NA
L1002,38.01059,-87.0232,NA,NA,0.0645,NA,NA,NA
L10020,44.00374,-89.42906,NA,NA,0.02,NA,NA,NA
L10021,46.62449,-93.54505,NA,NA,0.039,NA,NA,NA
L10022,44.93754,-85.72926,NA,NA,0.0039,NA,NA,NA
L10023,41.26213,-85.55457,NA,NA,0.01,NA,NA,NA
L10024,39.00178,-87.2449,NA,NA,0.013,NA,NA,NA
L10025,44.89708,-93.56473,NA,NA,0.07,NA,NA,NA
L10026,44.32147,-68.28754,0.00357,0.219,0.0052,NA,NA,NA
L10027,46.47615,-92.71138,NA,NA,0.022,NA,NA,NA
L10028,45.51135,-89.5709,0.0043,NA,0.008,NA,NA,NA
L10029,38.98012,-87.24448,NA,NA,0.015,NA,NA,NA
L1003,38.01898,-89.4317,NA,NA,0.016,NA,NA,NA
L10030,43.15258,-72.73195,NA,NA,0.0083,NA,NA,NA
L10031,42.86108,-85.21155,NA,NA,0.048,NA,NA,NA
L10032,45.39893,-94.30642,0.0061,NA,0.04,NA,NA,NA
L10033,45.63316,-93.23333,NA,NA,0.154,NA,NA,NA
L10034,41.64561,-85.19635,NA,NA,0.0535,NA,NA,NA
L10035,44.04076,-72.62153,NA,NA,0.01,NA,NA,NA
L10036,44.66544,-73.17861,NA,NA,0.0258,NA,NA,NA
L10037,42.754,-72.63462,NA,NA,0.0071,NA,NA,NA
L10038,44.21613,-89.12325,NA,NA,0.009,NA,NA,NA
L10039,44.56983,-88.95831,NA,NA,0.017,NA,NA,NA
L1004,38.03018,-89.41652,NA,NA,0.037,NA,NA,NA
L10040,44.08159,-86.1756,NA,NA,0.009,NA,NA,NA
L10041,44.10516,-72.15886,NA,NA,0.01295,NA,NA,NA
L10042,46.01152,-93.18609,NA,NA,0.032,NA,NA,NA
