"SITE_ID","Lat","Lon","DOC_Median","NO3_Median","TP_Median","NO3toTP_Median"
"IDRM_1007",45.39317,-114.8096,1.25,0.001,21,4.76e-05
"IDRM_1009",44.68544,-114.0657,1.48,0.003,24,0.000125
"IDRM_1010",45.91822,-116.4312,1.62,0.072,81,0.000888889
"IDRM_1011",48.16989,-116.7366,1.4,0.002,16,0.000125
"IDRM_1013",44.38713,-114.2643,0.96,0.005,49,0.000102041
"IDRM_1018",45.87269,-116.7464,1.5,0.072,98,0.000734694
"IDRM_1019",45.43318,-115.9813,1.25,0.005,52,9.62e-05
"IDRM_1021",45.3167,-114.4641,1.85,0.003,37,8.11e-05
"IDRM_1022",45.41502,-116.1287,1.26,0.004,53,7.55e-05
"IDRM_1023",43.61997,-111.6627,1.19,0.01,42,0.000238095
"IDRM_1024",43.86404,-116.9933,2.5,1.206,97,0.01243299
"IDRO_1025",48.26628,-116.8605,1.47,0,25,0
"IDRO_1029",44.40736,-111.584,1.81,0.002,33,6.06e-05
"IDRO_1030",44.03468,-116.917,2.32,0.515,164,0.003140244
"IDRO_1031",43.14662,-112.4308,2.63,0.002,57,3.51e-05
"IDRO_1033",47.3171,-116.3267,0.73,0,23,0
"IDRO_1034",43.69342,-115.6677,0.81,0.002,33,6.06e-05
"IDRO_1036",43.01416,-114.2107,2.44,0.004,41,9.76e-05
"IDRO_1039",42.90106,-112.505,2.89,0.004,99.3,4.03e-05
"IDRO_1040",43.57673,-114.3437,0.81,0.06,16,0.00375
"IDRO_1041",46.76034,-116.5153,3.06,0.012,43,0.00027907
"IDRO_1046",45.11921,-113.7782,3.33,0.007,111,6.31e-05
"IDRO_1047",42.74116,-112.2166,1.78,0,35,0
"IDRO_1049",48.99286,-116.5348,1.23,0.139,17,0.008176471
"IDRO_1050",43.93061,-116.1794,2.09,0.014,46,0.000304348
"IDRO_1051",42.81658,-111.5148,1.49,0,20,0
"IDRO_1052",42.8237,-116.8078,3.95,0.001,99,1.01e-05
"IDRO_1055",43.12051,-111.9117,4.14,0.095,86,0.001104651
"IDRO_1056",42.01859,-114.5095,1.62,0.003,72,4.17e-05
"IDRO_1058",44.87894,-114.7346,0.83,0.001,19,5.26e-05
"IDS9_0920",45.33148,-115.9499,2.855,5e-04,24.5,2.275e-05
"IDS9_0921",42.17904,-114.222,1.045,0.163,61.5,0.002777668
"IDS9_0922",42.46121,-111.9126,1.23,0.004,41,9.76e-05
"IDS9_0923",43.60293,-115.5733,0.67,0.06,23.5,0.002553191
"IDS9_0924",42.75271,-116.0744,1.26,0.03,147,0.000204082
"IDS9_0925",44.84404,-113.8167,1.54,0,16,0
"IDS9_0926",43.31273,-114.1156,1.12,0.663,24,0.027625
"IDS9_0927",44.20986,-115.5467,0.48,0.016,24.6,0.000650407
"IDS9_0928",48.7957,-116.7499,2.55,0,18,0
"IDS9_0929",45.84354,-115.8445,5.73,0.009,246,3.66e-05
"IDSS_1111",43.24322,-111.4883,1.45,0.019,59,0.000322034
"IDSS_1115",42.43042,-111.7891,1.46,0.135,149,0.00090604
"IDSS_1128",44.80779,-115.9302,0.93,0.044,18,0.002444444
"IDSS_1129",43.7188,-115.3065,0.75,0.001,14.6,6.85e-05
"IDSS_1132",45.78759,-115.9991,1.66,0.046,77,0.000597403
"IDSS_1143",42.74955,-111.4603,2.48,0.122,102.9,0.001185617
"IDSS_1147",44.59477,-111.4556,0.63,0.049,38,0.001289474
"IDSS_1148",45.51916,-115.9668,0.63,0.003,33,9.09e-05
"ILLS_1067",37.16191,-88.71408,1.53,0.683,77.8,0.00877892
"ILLS_1068",38.90585,-88.99894,4.3,0.13,150,0.000866667
"ILLS_1069",37.95013,-89.42698,4.07,0.165,114.4,0.001442308
"ILLS_1070",41.53328,-89.10373,3.95,4.833,247,0.019566802
"ILLS_1071",40.1623,-88.02744,2.4,0.778,101,0.00770297
"ILLS_1074",42.10498,-89.16953,1.3,8.641,96,0.090010417
"ILLS_1075",37.5323,-88.33421,0.9,0.036,33,0.001090909
"ILLS_1076",39.92575,-90.78567,3.45,4.106,299,0.013732441
"ILR9_0901",39.20865,-90.59292,4.405,1.1595,422.5,0.002756923
"ILR9_0902",41.48585,-89.84848,2.4,0.5125,52.5,0.008693617
"ILR9_0903",37.00011,-89.26342,4.31,1.595,284,0.005616197
"ILR9_0904",40.47669,-91.36704,6.36,0.479,166,0.002885542
"ILR9_0905",40.78506,-90.13891,1.93,5.521,171,0.03228655
"ILR9_0906",41.15196,-87.91418,5.63,1.748,238,0.007344538
"ILR9_0907",41.90002,-89.48215,6.86,2.229,221,0.010085973
"ILR9_0909",42.21645,-88.18891,9.94,0.235,108,0.002175926
"ILRF_0001",37.47428,-88.54387,2.39,0.006,29,0.000206897
"ILRF_0002",39.26608,-87.69995,2.81,0.267,52,0.005134615
"ILRF_0003",40.14087,-87.7433,2.24,6.535,56,0.116696429
"ILRM_1001",42.47833,-89.05604,10.7,0.951,252,0.00377381
"ILRM_1002",41.71376,-89.90675,6.45,1.843,215,0.008572093
"ILRM_1003",39.53748,-90.57779,4.39,1.117,427,0.002615925
"ILRO_1019",42.31862,-90.23431,2.06,5.933,97.3,0.060976362
"ILRO_1022",38.72384,-89.4926,4.65,0.071,372,0.00019086
"ILRO_1023",42.2585,-90.28275,2.83,2.201,277,0.007945848
"ILRO_1024",42.46858,-89.76524,2,5.555,312,0.017804487
"ILRO_1025",38.92612,-88.556,4.25,0.243,199,0.001221106
"ILRO_1026",40.82178,-87.82629,4.28,1.008,65,0.015507692
"ILRO_1027",40.8218,-88.37701,3.93,0.028,155,0.000180645
"ILRO_1028",40.48718,-90.3647,3.53,1.428,236,0.006050847
"ILS9_0919",39.41046,-89.1314,3.675,1.952,285,0.0059342285
"ILS9_0920",39.54833,-89.4336,2.65,6.9,191,0.036125654
"ILS9_0921",39.21622,-89.02056,3,1.89,145,0.013034483
"ILS9_0922",39.34781,-88.05272,6.26,0.02,266,7.52e-05
"ILS9_0924",40.3726,-89.40746,2.54,6.454,162,0.039839506
"ILS9_0926",39.59013,-90.8737,4.28,1.041,133,0.007827068
"ILS9_0928",41.72844,-87.99265,7.855,0.0975,111,0.000873526
"ILSS_1117",39.94937,-90.56089,3.05,0.344,251,0.001370518
"ILSS_1118",37.57781,-88.65127,1.05,0.03,95,0.000315789
"ILSS_1119",41.6051,-89.83285,3.22,0.002,60,3.33e-05
"ILSS_1120",42.26657,-90.30543,2.56,1.538,169.2,0.009089835
"ILSS_1122",37.40822,-89.08727,5.02,0.313,57,0.005491228
"ILSS_1124",42.3148,-89.98587,2.11,3.877,119,0.032579832
"ILSS_1125",40.1534,-89.91671,1.31,0.372,79,0.004708861
"ILSS_1128",39.19463,-90.5695,4.58,1.213,1035,0.001171981
"ILSS_1130",38.7142,-87.59376,1.26,6.481,45.7,0.141816193
"ILSS_1169",39.47316,-88.36512,3.52,0.017,119,0.000142857
"INLS_1043",41.3719,-86.18942,5.81,2.403,280,0.008582143
"INLS_1044",39.70522,-87.07882,3.03,1.532,40,0.0383
"INLS_1045",39.67185,-85.0023,2.01,1.125,32,0.03515625
"INLS_1048",40.06568,-86.27057,3.33,0.165,115,0.001434783
"INR9_0901",38.64279,-87.61438,3.445,1.5065,236,0.005822615
"INR9_0902",38.83491,-86.52326,3.42,0.5945,154,0.0033756575
"INR9_0903",41.69465,-85.9174,4.85,1.164,47,0.024765957
"INR9_0904",38.45178,-87.598,3.03,0.359,120,0.002991667
"INRF_0001",39.01319,-85.50091,3.47,0.02,55,0.000363636
"INRF_0002",39.3675,-86.06756,3.4,0.204,42,0.004857143
"INRM_1002",39.92804,-87.42776,3.91,0.207,232,0.000892241
"INRM_1003",39.12838,-84.82103,3.82,2.79,495,0.005636364
"INRM_1004",41.70914,-86.2679,5.07,1.151,68,0.016926471
"INRM_1005",40.79022,-85.82739,6.22,5.715,224,0.025513393
"INRO_1025",41.66737,-85.942,4.28,1.671,71,0.023535211
"INRO_1026",39.26175,-86.79816,3.48,0.89,205.6,0.004328794
"INRO_1027",40.31368,-87.27048,2.12,0.534,12.4,0.043064516
"INS9_0918",39.18727,-85.3494,2.54,1.4495,30.5,0.0571311935
"INS9_0919",38.35095,-86.61832,1.49,0.02,35,0.000571429
"INS9_0920",38.71123,-87.17757,5.08,1.511,236,0.006402542
"INS9_0921",39.77824,-86.44708,3.46,0.281,66,0.004257576
"INS9_0922",41.04921,-85.72037,6.31,1.573,95,0.016557895
"INS9_0923",40.54495,-84.92549,4.3,0.213,122,0.001745902
"INS9_0924",40.01112,-86.89988,1.91,4.074,107,0.038074766
"INS9_0925",39.6101,-84.95963,2.14,0.369,66,0.005590909
"INS9_0927",40.71213,-86.85061,2.54,2.967,49.5,0.1216275
"INSS_1088",39.71464,-85.18634,3.31,0.229,206,0.00111165
"INSS_1089",41.24414,-87.11566,3.39,0.256,47,0.005446809
"INSS_1090",38.08905,-87.93263,2.33,0.527,120,0.004391667
"INSS_1092",40.39311,-85.50298,2.64,0.203,87,0.002333333
"INSS_1093",40.99117,-86.2953,5.85,4.918,81,0.060716049
"INSS_1095",40.41867,-87.52563,2.87,0.14,119,0.001176471
"KSR9_0901",39.87204,-95.02724,3.755,1.8035,334.5,0.0055287995
"KSR9_0902",37.8236,-97.46279,3.85,0.024,65,0.000369231
"KSR9_0903",38.12609,-98.07809,1.82,2.584,82,0.031512195
"KSR9_0904",39.42728,-98.53949,7.955,1.1505,383,0.0029573755
"KSR9_0905",39.72624,-94.91122,3.76,2.029,286,0.007094406
"KSR9_0906",37.39754,-95.67977,4.99,0.509,126,0.004039683
"KSR9_0907",38.76631,-100.2741,17.02,0.032,60,0.000533333
"KSR9_0908",39.25252,-96.3266,2.16,0.042,114,0.000368421
"KSR9_0910",39.49523,-97.2319,5.73,0.304,311,0.000977492
"KSR9_0911",39.06027,-94.84195,4.51,0.017,300,5.67e-05
"KSR9_0912",37.33922,-97.25535,2.34,0.003,71,4.23e-05
"KSR9_0915",38.37939,-96.2142,3.49,0.426,206,0.002067961
"KSRF_0001",37.7133,-96.21427,2.27,0.008,75,0.000106667
"KSRF_0002",37.78673,-96.43022,1.67,0.003,88,3.41e-05
"KSRF_0003",38.49227,-96.58311,1.17,0,59,0
"KSRF_0004",39.10731,-96.60725,1.57,0.076,133,0.000571429
"KSRF_0005",39.7379,-101.8769,5.5,0,49,0
"KSRF_0006",39.56784,-96.21844,2.37,0.452,206,0.002194175
"KSRF_0007",39.08611,-95.29009,3.01,0.608,151,0.00402649
"KSRS_1255",37.2097,-95.54539,3.2,0.116,62,0.001870968
"KSRS_1258",39.42137,-98.04703,9.02,0.88,532.3,0.001653203
"KSRS_1260",37.03778,-95.08089,5.93,0,84,0
"KSRS_1261",39.35249,-99.83154,5.94,0,55,0
"KSRS_1268",39.73549,-95.82575,3.5,0.196,187,0.001048128
"KSRS_1269",38.70221,-96.98346,3.5,0.118,355,0.000332394
"KSRS_1270",37.17128,-96.84909,2.87,0,28,0
"KSRS_1277",39.04576,-99.04318,6.69,0,33,0
"KSRS_1278",37.84788,-97.14895,2.53,0.33,163,0.00202454
"KSRS_1280",38.93963,-94.98134,4.09,0.027,341,7.92e-05
"KSRS_1288",39.12843,-95.65402,4.56,0,59,0
"KSRS_1301",39.13624,-96.78261,1.5,0.05,115,0.000434783
"KSRS_1303",37.70662,-96.2133,4.93,0.003,74,4.05e-05
"KSRS_1306",39.03621,-98.23066,6.74,0.26,214.5,0.001212121
"KSRS_1308",38.01453,-96.02915,3,0.05,135,0.00037037
"KSRS_1312",39.0018,-94.80367,3.63,0.262,102,0.002568627
"KSRS_1313",39.01663,-97.48087,5.75,0.134,234,0.00057265
"KSRS_1314",37.63481,-97.75061,5.46,0.371,263,0.001410646
"KSRS_1316",39.57579,-95.07163,3.59,3.211,342,0.009388889
"KSRS_1317",39.55767,-97.21205,5.51,0.112,471,0.000237792
"KSRS_1324",37.46056,-95.35744,6.67,0.007,91,7.69e-05
"KSRS_1330",38.40248,-96.74899,2.48,0.569,156,0.003647436
"KSRS_1336",39.10386,-96.49063,1,0.081,70,0.001157143
"KSRS_1338",39.89553,-98.19393,6.6,0.652,467,0.001396146
"KSRS_1340",38.43482,-95.74648,7.05,0.931,257,0.003622568
"KSRS_1343",37.44358,-98.77875,1,1.975,145,0.01362069
"KSRS_1348",39.99012,-95.62911,2.81,3.531,294,0.012010204
"KSS9_0930",37.78662,-96.42997,2.755,5e-04,78.5,7.45e-06
"KSS9_0932",39.8978,-98.15768,12.12,0.014,662,2.11e-05
"KSS9_0933",37.84409,-96.85665,6.98,0.003,66,4.55e-05
"KSS9_0934",37.88165,-95.67601,6.84,0.001,39,2.56e-05
"KSS9_0936",39.28797,-97.41126,5.45,0.873,492,0.00177439
"KSS9_0938",39.55417,-99.74415,2.585,0.627,419,0.0015294225
"KYLS_1053",37.04282,-84.04663,4.81,0.3,52,0.005769231
"KYLS_1054",37.5641,-82.45177,1.39,0.567,43,0.013186047
"KYLS_1055",37.25659,-87.59639,1.76,0.419,35.1,0.011937322
"KYLS_1056",36.8776,-88.41156,3.81,0.308,126,0.002444444
"KYLS_1062",37.44253,-86.56174,4.35,0.161,61,0.002639344
"KYR9_0901",37.7814,-88.03819,2.955,0.609,134,0.006811712
"KYR9_0902",37.62117,-83.49986,1.97,0.176,33,0.005333333
"KYR9_0903",37.9815,-86.03399,2.85,1.103,63,0.017507937
"KYR9_0904",37.4704,-88.09642,3.41,1.425,78,0.018269231
"KYR9_0905",37.29116,-85.59289,2.465,0.513,46.5,0.0113487335
"KYR9_0906",37.97943,-82.67112,2.44,0.454,100,0.00454
"KYR9_0907",37.23007,-84.24396,1.78,0.154,23,0.006695652
"KYRF_0001",37.08669,-83.60243,1.46,0.185,28,0.006607143
"KYRF_0002",37.58632,-86.61974,0.62,0.087,29.1,0.002989691
"KYRM_1001",37.33669,-87.13761,2.26,0.624,46,0.013565217
"KYRM_1002",38.68588,-85.17831,2.59,0.863,61,0.014147541
"KYRM_1003",38.12341,-83.55383,2.55,0.013,28,0.000464286
"KYRM_1004",36.68796,-85.49951,1.67,0.019,23,0.000826087
"KYRM_1005",37.23859,-86.67502,2.34,0.794,71,0.011183099
"KYRM_1006",38.51354,-85.02908,1.95,0.789,104,0.007586538
"KYRM_1007",38.49513,-84.16162,3.31,0.137,66,0.002075758
"KYRO_1029",36.90474,-86.39364,1.14,2.027,60,0.033783333
"KYRO_1030",37.7732,-82.32324,1.44,0.246,32,0.0076875
"KYRO_1031",37.47149,-87.11365,4.09,0.4,74,0.005405405
"KYRO_1032",36.92339,-89.00926,3.21,0.391,192,0.002036458
"KYS9_0919",38.62014,-85.41854,1.245,0.887,40,0.0194500325
"KYS9_0920",37.20463,-83.52786,1.56,0.152,48,0.003166667
"KYS9_0921",36.93503,-85.77766,1.08,1.198,35,0.034228571
"KYS9_0923",37.29618,-83.06281,1.85,0.443,41,0.010804878
"KYS9_0924",38.60545,-83.95593,2.83,0.303,227,0.001334802
"KYS9_0925",37.25037,-87.24123,2.57,0.118,69,0.001794779
"KYS9_0926",38.82073,-84.70514,2.56,0.018,189,9.52e-05
"KYSS_1077",36.68126,-84.70198,1.81,0.344,38,0.009052632
"KYSS_1078",36.76687,-89.08165,5.3,0.814,202,0.004029703
"KYSS_1080",38.68525,-85.24408,2.67,0.281,164,0.001713415
"KYSS_1082",36.51107,-88.67582,1.59,1.05,60,0.0175
"LALS_1037",32.2913,-91.82665,7.05,0.059,199,0.000296482
"LALS_1038",30.57775,-91.52159,10.85,0,537,0
"LAR9_0901",32.9748,-92.07644,4.785,0.14,58.5,0.002387295
"LAR9_0902",31.6265,-92.90921,8.21,0.101,139,0.000726619
"LAR9_0904",31.55119,-91.80545,7.11,0.925,213,0.004342723
"LAR9_0905",32.06618,-93.41412,7.97,0,104,0
"LAR9_0906",32.54806,-93.781,8.3,0,120,0
"LAR9_0907",32.65297,-91.14072,3.59,1.338,199,0.006723618
"LAR9_0915",30.32848,-90.84382,3.505,0.1265,206.5,0.000609762
"LARF_0001",30.66863,-90.31549,2.82,0.203,91.2,0.002225877
"LARF_0002",31.15249,-92.80901,3.15,0.019,121,0.000157025
"LARM_1001",32.2701,-90.96074,3.55,1.306,198,0.00659596
"LARM_1002",30.12132,-90.91755,4.12,1.418,234,0.006059829
"LARM_1003",31.23039,-91.92194,5.95,0,90,0
"LARO_1019",29.67975,-91.28559,4.04,0,88,0
"LARO_1020",29.76361,-91.44424,5.95,0.073,481,0.000151767
"LARO_1022",31.64202,-91.7872,6.17,0.405,244,0.001659836
"LAS9_0944",29.89733,-90.68334,9.525,0.1815,399.5,0.000406643
"LAS9_0945",31.33362,-92.50204,10.205,0.5675,455.5,0.0012596575
"LAS9_0946",29.90427,-92.116,4.94,0.981,306,0.003205882
"LAS9_0947",31.36399,-93.19881,3.52,0,134,0
"LAS9_0948",30.60083,-91.87677,8.22,0.004,299,1.34e-05
"LAS9_0949",32.52848,-92.04399,7.21,0.002,51,3.92e-05
"LAS9_0950",30.17777,-93.05098,14.08,0.005,641,7.8e-06
"LASS_1049",31.77988,-93.58421,10.46,0.207,172,0.001203488
"LASS_1050",30.7948,-91.20539,0.52,0.528,56,0.009428571
"LASS_1051",29.94629,-92.46156,9.61,0.046,324,0.000141975
"MALS_1038",42.68029,-71.1452,4.22,0.208,38,0.005473684
"MALS_1041",42.03199,-71.6083,3.73,1.023,100,0.01023
"MALS_1042",42.45926,-71.44284,8.22,0.078,36,0.002166667
"MAR9_0901",41.96179,-70.91978,4.73,2.1845,67.5,0.03319506
"MAR9_0902",42.70064,-71.21798,3.95,0.4075,77.5,0.00524296
"MAR9_0903",42.57836,-72.56958,3.32,0.194,16,0.012125
"MARM_1001",42.65448,-72.46514,3.59,0.179,17,0.010529412
"MARM_1002",42.35176,-72.62634,3.92,0.189,50,0.00378
"MARM_1003",42.65102,-71.3109,5.42,0.173,57,0.003035088
"MARO_1019",42.17896,-72.36888,5.43,0.134,48,0.002791667
"MARO_1020",42.53424,-71.30086,4.34,0.723,30,0.0241
"MARO_1021",42.57532,-72.70657,3.11,0.113,6,0.018833333
"MAS9_0914",42.63171,-72.129,8.455,0.476,41.5,0.0121657805
"MAS9_0915",42.45575,-72.88497,2.535,0.1085,12.5,0.008918831
"MAS9_0916",42.70917,-72.45897,1.33,6.65,12,0.554166667
"MASS_1072",42.14235,-70.89255,17.89,0.007,350,2e-05
"MASS_1073",42.20524,-73.3509,1.9,0.028,38,0.000736842
"MASS_1076",41.7107,-71.05982,29.32,0,86,0
"MASS_1077",42.07701,-72.00175,3.21,0.253,31,0.00816129
"MASS_1079",42.22152,-71.83663,1.05,1.852,44,0.042090909
"MDLS_1038",39.18863,-76.85368,3.02,1.092,105,0.0104
"MDLS_1039",39.40693,-79.4119,4.14,0.57,96.9,0.005882353
"MDLS_1041",38.33388,-75.32309,13.44,0.703,214,0.003285047
"MDLS_1042",39.34567,-76.72794,1.24,1.749,26,0.067269231
"MDR9_0901",39.06637,-77.38957,2.595,1.533,43,0.0365708685
"MDR9_0902",39.59856,-77.88461,3.77,0.294,34,0.008647059
"MDR9_0905",39.62421,-78.42927,3.195,0.3035,41.5,0.007120909
"MDRM_1003",39.44732,-78.97643,6.97,0.409,40,0.010225
"MDRM_1004",39.31512,-77.65539,2.45,1.099,64,0.017171875
"MDRO_1013",39.2683,-76.79423,1.38,1.928,22,0.087636364
"MDRO_1014",39.31389,-77.4119,3.17,1.996,159,0.012553459
"MDRO_1015",39.26903,-77.44567,3.24,2.521,107,0.023560748
"MDRO_1018",39.43248,-77.37975,3.79,2.334,122,0.019131148
"MDS9_0914",38.68908,-75.7699,5.795,2.5365,111.5,0.0248820235
"MDS9_0916",38.90393,-77.05623,2.955,0.745,54.5,0.0142333335
"MDS9_0918",39.69017,-76.93024,1.07,2.642,17,0.155411765
"MDSS_1081",38.76444,-75.73556,1.9,9.678,74,0.130783784
"MDSS_1090",39.32064,-77.20777,1.33,2.848,17,0.167529412
"MDSS_1092",39.50627,-76.87,0.98,5.041,28,0.180035714
"MDSS_1095",38.78665,-76.68475,2.27,0.491,482,0.001018672
"MELS_1049",46.57604,-68.08781,11.38,0.029,27,0.001074074
"MELS_1050",44.67095,-68.67701,4.76,0.029,21,0.001380952
"MELS_1051",46.02431,-68.60342,4.93,0,7,0
"MELS_1052",44.88916,-69.66398,6.66,0.029,20,0.00145
"MELS_1053",46.1289,-67.84635,8.02,0.134,27,0.004962963
"MER9_0901",47.13183,-67.8981,7.94,0.0895,38,0.002410394
"MER9_0902",47.15428,-68.94424,8.16,0.009,11.05,0.000857143
"MER9_0903",45.87867,-68.62034,6.115,0.01,9.5,0.0010444445
"MER9_0904",44.73738,-67.54984,4.79,0,13,0
"MER9_0905",43.49885,-70.46423,4.34,0.061,25,0.00244
"MER9_0906",45.25733,-68.94966,3.96,0.057,12,0.00475
"MER9_0907",44.42155,-69.7056,6.14,0.047,14,0.003357143
"MER9_0908",44.50109,-69.67614,6.28,0.08,14,0.005714286
"MERF_0001",44.89712,-70.3965,1.61,0.036,15,0.0024
"MERF_0002",44.98339,-69.55682,6.6,0.024,13,0.001846154
"MERF_0003",46.78055,-69.33293,8.6,0.004,10,4e-04
"MERF_0004",46.50131,-68.39832,9.3,0.002,15,0.000133333
"MERF_0005",45.9039,-68.6409,1.56,0.021,16,0.0013125
"MERF_0006",46.12652,-68.79654,6.64,0.019,14,0.001357143
"MERM_1001",45.89867,-68.61411,6,0.009,10,9e-04
"MERM_1002",44.82133,-68.70376,5.39,0.028,8,0.0035
"MERM_1003",44.64017,-69.59274,6.08,0.086,14,0.006142857
"MERM_1004",43.98173,-70.04076,6.7,0.085,31,0.002741935
"MERM_1005",45.30186,-69.98618,5.3,0.027,12,0.00225
"MERM_1006",45.20825,-68.63326,5.57,0.044,9,0.004888889
"MERO_1025",43.49894,-70.48889,4.07,0.062,27,0.002296296
"MERO_1026",47.20866,-68.82282,8.07,0.015,10,0.0015
"MERO_1027",47.28617,-68.11975,9.86,0.069,59,0.001169492
"MERO_1028",44.97088,-68.65281,5.15,0.027,12,0.00225
"MES9_0910",46.97556,-69.37838,6.79,0.107,38.9,0.0027564815
"MESS_1104",43.76644,-70.76903,1.18,0.002,22,9.09e-05
"MESS_1106",46.03282,-68.60542,4.16,0.029,10,0.0029
"MESS_1107",46.12282,-69.80556,9.47,0.07,40,0.00175
"MESS_1108",44.30411,-70.38665,6.29,0.001,17,5.88e-05
"MESS_1109",45.47867,-68.21031,14.99,0.001,68,1.47e-05
"MESS_1111",45.82505,-69.60822,15.17,0.022,20,0.0011
"MILS_1055",42.75546,-82.49398,10.1,3.632,92,0.039478261
"MILS_1056",42.76602,-85.29818,5.24,1.54,86,0.017906977
"MILS_1057",46.33678,-89.67835,13.78,0.034,53,0.000641509
"MILS_1058",43.91048,-85.82958,1.67,0.018,34,0.000529412
"MILS_1059",42.32681,-86.13682,6.06,0.362,106,0.003415094
"MILS_1060",46.71457,-87.84176,5.9,0.02,30,0.000666667
"MILS_1061",44.02062,-82.99066,7.15,0.003,31,9.68e-05
"MIR9_0901",43.05631,-85.59421,6.055,0.6285,77.5,0.008245436
"MIR9_0902",42.5523,-82.58846,1.57,0.27,6,0.045
"MIR9_0903",42.06127,-86.4237,4.9,1.337,82.6,0.016182466
"MIR9_0904",43.34147,-83.62441,7.28,3.246,41,0.079170732
"MIR9_0905",43.02234,-86.02397,6.26,0.879,84,0.010464286
"MIR9_0906",43.31097,-83.96788,7.98,2.036,96,0.021208333
"MIR9_0907",42.82316,-84.93878,11.91,1.561,133,0.011736842
"MIR9_0908",42.54167,-84.62803,6.14,1.55,67,0.023134328
"MIR9_0909",44.64747,-84.09452,3.15,0.019,27,0.000703704
"MIR9_0910",43.00436,-82.52504,9.18,7.036,88,0.079954545
"MIRF_0001",45.36106,-87.73633,10.72,0.143,62,0.002306452
"MIRF_0002",44.14272,-86.01193,2.13,0.03,44,0.000681818
"MIRF_0003",44.59139,-85.07703,7.9,0.047,34,0.001382353
"MIRF_0004",44.60941,-84.45637,6.68,0.092,20,0.0046
"MIRF_0005",43.43006,-85.71988,8.05,0.373,39,0.009564103
"MIRM_1001",44.67449,-84.32747,4.12,0.041,42,0.00097619
"MIRM_1002",46.84373,-89.33006,7.29,0.009,95,9.47e-05
"MIRM_1003",41.85574,-86.26981,4.95,1.873,96,0.019510417
"MIRO_1019",46.01943,-86.22127,5.45,0.06,24,0.0025
"MIRO_1021",42.96817,-84.05173,6.8,0.798,60,0.0133
"MIRO_1022",42.9766,-85.51225,7.04,0.863,82,0.01052439
"MIRO_1023",46.02032,-87.2771,14.18,0.06,31,0.001935484
"MIRO_1024",43.01838,-85.31226,7.84,0.778,78,0.009974359
"MIRO_1025",42.472,-83.77274,5.04,0.14,25,0.0056
"MIS9_0923",42.5695,-84.5928,13.64,3.333,81.5,0.038554502
"MIS9_0924",42.55559,-82.98477,8.295,4.8035,324,0.014507221
"MIS9_0925",42.42834,-85.58468,2.5,0.52,43,0.012093023
"MIS9_0926",43.93064,-86.02687,1.77,0.025,26,0.000961538
"MIS9_0927",44.31522,-84.21131,4.12,0.085,32,0.00265625
"MIS9_0928",46.29206,-88.94179,61.52,0.04,32,0.00125
"MIS9_0929",45.65369,-84.99924,8.27,0.006,49,0.000122449
"MIS9_0930",42.80947,-86.17005,7.34,0.131,49,0.002673469
"MIS9_0932",46.05777,-87.24736,61.64,0.021,51,0.000411765
"MIS9_0933",42.94238,-82.48533,7.51,0.009,30.3,0.00029703
"MIS9_0934",42.54559,-83.31093,5.75,0.302,119,0.002537815
"MIS9_0935",42.61669,-85.7282,4.22,0.142,68,0.002088235
"MIS9_0936",46.945,-89.1526,18.77,0.043,30,0.001433333
"MIS9_0937",46.78712,-88.7409,5.45,0.151,60,0.002516667
"MIS9_0938",43.61935,-82.78241,3.28,1.451,36,0.040305556
"MISS_1132",42.63643,-82.58948,10.19,0.097,197.9,0.000490147
"MISS_1133",46.68717,-85.16703,4.99,0.091,47,0.00193617
"MISS_1134",44.01722,-85.75155,3.86,0.263,36,0.007305556
"MISS_1135",46.71527,-89.39489,9.32,0.003,26,0.000115385
"MISS_1136",42.82857,-85.6665,3.58,0.683,93,0.007344086
"MISS_1137",45.84948,-87.11052,9.15,0.284,39,0.007282051
"MNLS_1091",43.56311,-91.73165,0.88,8.629,129,0.066891473
"MNLS_1092",46.97237,-95.05589,5.84,0.002,30,6.67e-05
"MNLS_1093",47.88967,-90.79713,7.92,0.001,3,0.000333333
"MNLS_1094",44.66968,-94.45606,11.92,0.469,285,0.001645614
"MNLS_1095",47.76298,-95.40422,13.16,0.064,159,0.000402516
"MNLS_1096",46.61228,-96.03441,5.79,0.001,30,3.33e-05
"MNLS_1097",44.24285,-93.62669,16.96,0.018,855,2.11e-05
"MNLS_1105",44.49206,-95.87258,3.07,0.642,80.8,0.007945545
"MNR9_0901",44.13244,-91.72952,9.56,2.797,181,0.015202635
"MNR9_0902",48.48513,-93.72216,35.21,0.0215,53,0.0003862315
"MNR9_0903",43.7194,-95.04622,8.9,0,379,0
"MNR9_0904",45.12479,-93.99624,7.17,0.478,162,0.002950617
"MNR9_0905",45.29729,-93.57205,10.62,0.337,82,0.004109756
"MNR9_0906",46.98702,-92.8115,32.88,0.114,76,0.0015
"MNR9_0907",44.79956,-93.53312,7.6,4.529,402,0.011266169
"MNR9_0908",45.56509,-92.7953,11.78,0.096,86,0.001116279
"MNR9_0909",48.70306,-94.3357,10.9,0.022,28,0.000785714
"MNR9_0910",44.85127,-93.98283,9.18,0.201,342,0.000587719
"MNR9_0911",45.1924,-94.28959,6.51,0.36,83,0.004337349
"MNR9_0912",45.23426,-93.49636,12.59,0.254,79,0.00321519
"MNR9_0913",44.80659,-93.01163,8.64,2.082,225,0.009253333
